LoanID,LoanAmount,Income,Age,CreditScore,ExistingEMI,EmploymentStatus,Tenure,MaritalStatus,Dependents,RepaymentHistory,Purpose,Stage,DelinquencyCount12M,DefaultStatus
302,816774,17771,39,690,9642,Unemployed,45,Single,1,Good,Business Loan,Disbursement,3,0
303,697517,12346,55,798,4549,Unemployed,34,Married,0,Good,Car Loan,Disbursement,0,0
304,466079,23462,52,344,11066,Retired,50,Widowed,1,Average,Personal Loan,Disbursement,3,0
305,373452,21432,59,761,4029,Retired,41,Divorced,1,Good,Business Loan,Sanction,3,0
306,974587,15174,32,333,10722,Employed,59,Married,0,Good,Car Loan,File,4,0
307,111081,19183,49,438,109,Unemployed,36,Divorced,3,Poor,Car Loan,Lead,4,1
308,988237,31697,54,348,7666,Unemployed,12,Divorced,4,Good,Business Loan,File,4,0
309,618333,7611,36,723,18410,Unemployed,29,Widowed,3,Good,Business Loan,Lead,0,0
310,563986,24393,42,626,15001,Unemployed,57,Widowed,4,Good,Home Loan,Disbursement,2,0
311,115078,27871,28,398,11877,Employed,13,Married,3,Poor,Home Loan,Lead,0,1
312,872055,7263,32,418,12540,Unemployed,8,Widowed,3,Good,Personal Loan,Lead,3,0
313,27671,23954,54,531,15049,Employed,53,Divorced,1,Good,Home Loan,File,4,0
314,423400,13996,36,811,2792,Unemployed,27,Divorced,2,Good,Personal Loan,Lead,4,0
315,360528,12805,29,337,14508,Self-Employed,26,Single,0,Poor,Car Loan,Lead,3,1
316,964611,11107,47,428,3875,Retired,42,Divorced,4,Good,Home Loan,Disbursement,1,0
317,615490,12467,55,410,19180,Unemployed,25,Divorced,1,Good,Personal Loan,Sanction,1,0
318,56663,23024,31,321,19703,Unemployed,24,Single,4,Good,Home Loan,File,4,0
319,20708,20679,39,640,18959,Unemployed,56,Widowed,3,Average,Home Loan,Lead,2,0
320,883338,14270,51,500,2949,Unemployed,23,Divorced,1,Average,Business Loan,Disbursement,3,0
321,316955,19815,35,783,13055,Unemployed,35,Widowed,3,Good,Car Loan,Sanction,4,0
322,138883,23556,47,304,2930,Self-Employed,15,Single,2,Average,Home Loan,Lead,0,0
323,323394,15887,53,842,17239,Employed,50,Single,4,Average,Business Loan,Lead,2,0
324,117547,37129,27,364,8745,Unemployed,56,Single,3,Good,Business Loan,Disbursement,4,0
325,994586,25925,43,389,12107,Unemployed,32,Widowed,3,Good,Car Loan,File,2,0
326,915681,14324,56,584,17174,Unemployed,51,Widowed,3,Poor,Business Loan,Disbursement,1,0
327,564042,2723,42,737,13112,Self-Employed,6,Married,1,Good,Home Loan,Lead,0,0
328,756102,36315,21,468,15996,Employed,16,Single,4,Average,Home Loan,Sanction,0,0
329,767002,10275,47,774,4785,Employed,8,Widowed,2,Poor,Home Loan,Disbursement,2,0
330,147483,15405,31,503,14965,Self-Employed,9,Married,2,Average,Home Loan,Sanction,4,0
331,663271,3365,32,334,7698,Unemployed,29,Married,4,Good,Car Loan,Sanction,2,0
332,989774,29338,41,738,16152,Retired,16,Single,3,Good,Personal Loan,Disbursement,4,0
333,219835,5853,28,525,12442,Employed,38,Single,4,Average,Personal Loan,Lead,3,0
334,406896,6682,33,844,5669,Retired,30,Widowed,4,Good,Home Loan,Disbursement,3,0
335,89896,7960,57,597,16110,Self-Employed,36,Single,3,Good,Car Loan,File,4,0
336,482095,26727,53,642,3515,Self-Employed,7,Divorced,2,Good,Business Loan,Sanction,4,0
337,76295,26073,22,401,10422,Unemployed,18,Married,0,Average,Business Loan,Disbursement,2,0
338,748974,23541,29,677,7212,Retired,47,Married,3,Good,Home Loan,File,4,0
339,892121,21882,33,800,14962,Employed,17,Married,2,Good,Home Loan,Disbursement,1,0
340,278255,3567,46,457,6115,Unemployed,17,Divorced,2,Good,Car Loan,File,2,0
341,304648,26787,29,647,16186,Retired,59,Widowed,1,Good,Home Loan,Sanction,4,0
342,662162,25053,35,373,8230,Self-Employed,9,Single,2,Average,Car Loan,Sanction,3,0
343,13155,28755,27,580,14468,Employed,10,Single,2,Average,Car Loan,File,3,0
344,471872,29799,63,569,6279,Retired,55,Married,1,Good,Home Loan,Disbursement,3,0
345,830816,38959,57,620,10480,Self-Employed,54,Married,4,Good,Business Loan,Lead,4,0
346,379705,11718,29,713,11336,Retired,10,Single,1,Good,Home Loan,Disbursement,2,0
347,576542,25540,34,824,7561,Unemployed,48,Widowed,2,Good,Car Loan,Lead,3,0
348,813350,27097,50,644,18916,Employed,34,Widowed,1,Good,Home Loan,File,1,0
349,615269,24901,40,823,11529,Unemployed,9,Divorced,0,Good,Home Loan,Lead,4,0
350,983217,30522,43,451,585,Retired,47,Widowed,3,Good,Home Loan,Disbursement,2,0
351,559594,39903,35,625,15780,Employed,43,Divorced,4,Good,Personal Loan,Disbursement,1,0
352,152718,13672,51,849,10839,Employed,22,Divorced,0,Good,Personal Loan,Disbursement,0,0
353,313987,9174,24,625,11048,Unemployed,28,Married,3,Average,Personal Loan,Lead,3,0
354,650263,20103,45,408,17126,Unemployed,18,Single,3,Good,Business Loan,Disbursement,0,0
355,363745,10061,39,334,19896,Employed,16,Divorced,3,Average,Personal Loan,Lead,4,0
356,112512,22398,57,327,15585,Retired,15,Widowed,3,Good,Business Loan,Disbursement,3,0
357,152443,34626,54,597,3062,Retired,39,Single,0,Poor,Home Loan,File,3,0
358,475587,15265,21,763,8614,Self-Employed,38,Married,1,Good,Personal Loan,Lead,2,0
359,378616,35646,61,541,12275,Employed,33,Divorced,4,Good,Home Loan,Disbursement,1,0
360,662409,31472,51,577,19150,Self-Employed,50,Divorced,4,Good,Car Loan,File,1,0
361,691976,19993,60,478,10628,Retired,26,Divorced,1,Good,Home Loan,Disbursement,4,0
362,370871,8714,64,642,10122,Unemployed,36,Widowed,1,Good,Personal Loan,Lead,1,0
363,380037,31767,55,503,16807,Retired,49,Married,4,Good,Personal Loan,File,2,0
364,812364,39877,47,722,8774,Retired,34,Divorced,2,Good,Car Loan,Disbursement,2,0
365,122796,20832,41,676,9821,Self-Employed,56,Married,1,Good,Car Loan,Lead,3,0
366,296999,14749,28,455,19868,Self-Employed,57,Single,3,Good,Home Loan,Sanction,3,0
367,197506,17888,38,751,19209,Self-Employed,48,Single,1,Good,Car Loan,Disbursement,3,0
368,995198,36904,43,730,13713,Retired,11,Divorced,4,Good,Personal Loan,File,1,0
369,703376,18020,61,530,110,Unemployed,54,Single,0,Poor,Car Loan,Lead,2,1
370,274544,36821,56,551,12647,Retired,51,Single,2,Average,Car Loan,Disbursement,1,0
371,385002,9763,49,371,471,Retired,15,Divorced,0,Good,Home Loan,Sanction,0,0
372,703002,34851,36,545,253,Employed,15,Married,3,Good,Home Loan,Disbursement,2,0
373,544439,18025,30,832,7621,Self-Employed,48,Married,4,Average,Car Loan,File,2,0
374,973911,28015,37,603,5795,Self-Employed,37,Married,0,Good,Business Loan,Disbursement,1,0
375,595978,17431,42,733,2054,Employed,38,Single,2,Poor,Personal Loan,Sanction,2,0
376,533787,21052,60,759,12794,Self-Employed,39,Single,3,Good,Car Loan,Lead,0,0
377,535583,39999,22,489,14894,Unemployed,16,Single,1,Good,Home Loan,File,3,0
378,912317,32992,62,590,1533,Retired,24,Widowed,2,Good,Personal Loan,File,2,0
379,393215,8572,50,379,17820,Retired,35,Married,0,Average,Personal Loan,File,2,0
380,326184,37662,64,560,8165,Retired,45,Married,4,Average,Home Loan,Sanction,4,0
381,803615,38185,59,375,4735,Employed,48,Widowed,3,Good,Business Loan,File,0,0
382,427515,18632,59,517,19145,Self-Employed,36,Single,1,Good,Personal Loan,Lead,4,0
383,673234,9810,39,788,19082,Retired,14,Divorced,3,Good,Business Loan,Sanction,1,0
384,383480,14674,30,628,2295,Self-Employed,45,Widowed,3,Good,Business Loan,Sanction,2,0
385,37711,9880,40,468,17525,Employed,19,Single,1,Good,Car Loan,Lead,3,0
386,796971,14650,44,339,19054,Employed,32,Divorced,0,Average,Home Loan,Disbursement,2,0
387,506157,36883,26,357,15954,Retired,36,Divorced,1,Good,Business Loan,Sanction,3,0
388,189423,3806,38,557,1040,Unemployed,20,Widowed,4,Good,Car Loan,Lead,4,0
389,983771,26871,36,477,9457,Unemployed,33,Single,2,Good,Personal Loan,Disbursement,2,0
390,521349,7493,59,385,4212,Self-Employed,7,Single,0,Good,Business Loan,Disbursement,3,0
391,708714,34548,60,410,15262,Unemployed,53,Divorced,0,Good,Car Loan,Sanction,1,0
392,917495,6650,60,416,906,Unemployed,42,Divorced,4,Poor,Personal Loan,Lead,3,1
393,662917,18225,36,707,5065,Unemployed,52,Single,2,Good,Personal Loan,Disbursement,1,0
394,829792,2792,60,588,8588,Self-Employed,36,Single,0,Average,Home Loan,Disbursement,3,0
395,742378,31803,35,777,7905,Retired,44,Widowed,1,Good,Business Loan,File,2,0
396,138272,35857,60,761,4110,Self-Employed,27,Married,3,Average,Personal Loan,Sanction,1,0
397,772836,22881,26,522,2191,Self-Employed,15,Married,2,Good,Personal Loan,Sanction,4,0
398,991001,35557,53,827,10529,Self-Employed,25,Single,0,Average,Home Loan,Disbursement,0,0
399,707335,6194,33,320,18862,Self-Employed,39,Divorced,2,Good,Business Loan,File,4,0
400,812789,14558,24,685,5088,Retired,12,Single,0,Average,Car Loan,Sanction,2,0
401,648409,28374,52,434,7114,Self-Employed,12,Divorced,4,Good,Business Loan,Lead,4,0
402,82505,22841,49,704,19758,Unemployed,7,Divorced,0,Good,Car Loan,Disbursement,4,0
403,7869,15475,27,701,17628,Retired,53,Widowed,4,Poor,Personal Loan,Sanction,1,0
404,786474,8671,53,812,4991,Unemployed,21,Divorced,2,Good,Car Loan,File,1,0
405,459351,33764,25,518,16039,Employed,8,Widowed,1,Good,Car Loan,Lead,1,0
406,317252,7961,60,577,7704,Unemployed,28,Married,0,Average,Personal Loan,Lead,4,0
407,641584,7155,24,575,5968,Retired,34,Divorced,1,Good,Business Loan,Sanction,0,0
408,623467,35081,27,842,10053,Unemployed,12,Single,3,Poor,Personal Loan,Disbursement,2,0
409,95272,2232,36,750,5918,Self-Employed,19,Married,0,Good,Business Loan,Disbursement,1,0
410,43467,11221,57,579,9627,Retired,54,Married,0,Good,Business Loan,Lead,2,0
411,814760,26233,31,314,7551,Unemployed,45,Single,2,Good,Home Loan,Disbursement,3,0
412,882844,4711,25,465,6328,Employed,21,Married,4,Average,Home Loan,Sanction,0,0
413,485047,14531,49,506,9685,Retired,55,Married,2,Poor,Business Loan,Disbursement,0,1
414,664347,12480,45,544,13528,Self-Employed,58,Single,0,Good,Car Loan,Disbursement,0,0
415,63871,14191,23,791,13102,Retired,14,Married,1,Good,Personal Loan,Lead,0,0
416,944903,4122,52,671,10672,Retired,51,Married,2,Good,Personal Loan,Lead,3,0
417,133391,5779,50,849,6747,Employed,6,Widowed,1,Poor,Home Loan,Disbursement,4,0
418,444430,7654,40,415,7612,Employed,45,Single,0,Good,Business Loan,Disbursement,1,0
419,615704,13169,50,304,13495,Self-Employed,33,Married,0,Good,Car Loan,Sanction,3,0
420,861703,3172,23,813,15390,Unemployed,50,Single,1,Good,Personal Loan,Disbursement,3,0
421,835496,9317,64,336,8319,Self-Employed,44,Divorced,1,Good,Business Loan,Sanction,1,0
422,261687,2159,35,437,10726,Self-Employed,9,Widowed,4,Good,Home Loan,Lead,0,0
423,730451,4129,61,373,17173,Self-Employed,54,Divorced,1,Good,Home Loan,Lead,4,0
424,112450,21462,34,806,18966,Unemployed,30,Single,2,Good,Car Loan,File,4,0
425,176890,20613,60,398,2995,Employed,46,Single,1,Average,Business Loan,Sanction,0,0
426,443741,4917,30,451,3771,Unemployed,53,Divorced,4,Good,Home Loan,Lead,2,0
427,286974,21397,37,323,12603,Employed,49,Divorced,3,Good,Personal Loan,Lead,1,0
428,939933,28125,35,650,1988,Unemployed,6,Single,2,Good,Home Loan,File,0,0
429,405109,8326,49,559,13186,Unemployed,29,Widowed,0,Average,Business Loan,Disbursement,4,0
430,121381,36347,54,339,11810,Employed,12,Single,2,Good,Car Loan,Disbursement,4,0
431,478125,16349,55,697,9563,Self-Employed,35,Divorced,1,Poor,Car Loan,Sanction,4,0
432,576621,36728,29,415,11471,Employed,30,Single,4,Good,Personal Loan,File,4,0
433,139508,32792,37,326,10922,Unemployed,44,Single,2,Average,Personal Loan,Lead,2,0
434,734650,9902,22,838,11074,Employed,58,Single,4,Average,Home Loan,File,3,0
435,867645,16033,46,569,17740,Retired,48,Married,4,Good,Personal Loan,File,2,0
436,404111,38612,58,732,6557,Self-Employed,55,Divorced,1,Average,Car Loan,Disbursement,1,0
437,155810,39465,63,831,16852,Unemployed,22,Divorced,4,Good,Home Loan,File,0,0
438,297890,37158,48,686,6923,Retired,41,Married,3,Good,Personal Loan,Sanction,0,0
439,578665,36187,50,427,6575,Self-Employed,17,Married,4,Good,Business Loan,Sanction,0,0
440,970908,5917,63,635,14419,Employed,55,Single,0,Good,Home Loan,Disbursement,2,0
441,845477,30411,29,525,12321,Employed,25,Married,0,Good,Car Loan,Lead,1,0
442,365032,16206,48,685,14456,Retired,33,Divorced,1,Good,Personal Loan,Disbursement,1,0
443,962294,14620,36,833,5961,Self-Employed,50,Divorced,0,Good,Personal Loan,Lead,2,0
444,374599,13822,44,603,16410,Unemployed,41,Widowed,0,Good,Car Loan,Disbursement,2,0
445,665960,39710,42,480,14319,Unemployed,39,Single,0,Good,Personal Loan,Lead,1,0
446,755020,10354,40,418,19722,Unemployed,57,Widowed,2,Good,Personal Loan,Sanction,0,0
447,884611,26691,34,821,1902,Employed,10,Divorced,0,Good,Business Loan,File,1,0
448,176836,25954,63,547,11057,Unemployed,32,Widowed,3,Good,Car Loan,Lead,0,0
449,734903,7198,52,601,19151,Unemployed,40,Married,4,Good,Car Loan,Disbursement,1,0
450,50714,28046,30,686,6120,Retired,39,Single,3,Good,Car Loan,Sanction,2,0
451,979339,24386,22,640,18122,Employed,31,Married,4,Good,Personal Loan,Lead,3,0
452,632234,13271,27,486,1603,Employed,14,Widowed,2,Good,Personal Loan,File,1,0
453,901048,23526,21,826,8531,Unemployed,28,Divorced,4,Good,Home Loan,Sanction,2,0
454,635271,27257,57,728,18538,Retired,33,Divorced,0,Good,Personal Loan,Disbursement,2,0
455,471960,10860,35,688,5105,Retired,23,Single,1,Good,Home Loan,Disbursement,3,0
456,716851,28645,31,717,14596,Self-Employed,20,Single,3,Good,Personal Loan,Lead,3,0
457,129123,26189,40,746,14452,Employed,13,Single,2,Good,Car Loan,File,1,0
458,941093,17762,61,440,14966,Self-Employed,49,Married,1,Good,Personal Loan,Sanction,3,0
459,310628,2968,53,552,14923,Retired,11,Single,4,Average,Business Loan,Sanction,4,0
460,87989,7800,58,765,2926,Unemployed,13,Married,2,Poor,Personal Loan,Disbursement,0,0
461,303356,26229,40,779,7689,Unemployed,57,Divorced,3,Good,Home Loan,Disbursement,4,0
462,834957,33049,30,793,15774,Unemployed,36,Widowed,0,Poor,Car Loan,Lead,1,0
463,183274,31717,52,829,1039,Employed,42,Widowed,4,Average,Car Loan,File,0,0
464,692995,23767,56,779,19456,Unemployed,45,Married,3,Good,Business Loan,Disbursement,2,0
465,330352,9470,32,648,11933,Unemployed,52,Widowed,4,Average,Car Loan,Lead,1,0
466,825260,6819,45,658,2189,Self-Employed,22,Married,1,Good,Home Loan,Sanction,2,0
467,416927,38003,29,592,5457,Employed,28,Married,4,Good,Car Loan,File,1,0
468,794852,23639,37,398,9970,Unemployed,51,Divorced,1,Good,Business Loan,File,4,0
469,888184,6300,34,582,9731,Unemployed,48,Married,2,Good,Business Loan,Sanction,1,0
470,136373,25793,44,595,5235,Retired,11,Divorced,3,Average,Home Loan,File,1,0
471,443452,13071,61,739,5074,Employed,15,Divorced,4,Good,Business Loan,Disbursement,0,0
472,120294,5998,23,531,12442,Employed,41,Married,4,Good,Home Loan,Sanction,2,0
473,464451,7180,61,433,8380,Self-Employed,35,Married,3,Good,Personal Loan,File,2,0
474,976744,14752,36,754,7067,Retired,55,Married,0,Good,Business Loan,Sanction,3,0
475,653307,32513,38,505,993,Self-Employed,28,Divorced,2,Good,Car Loan,File,2,0
476,70726,19879,59,316,379,Retired,32,Married,0,Good,Personal Loan,File,1,0
477,146564,26362,34,343,18986,Self-Employed,11,Divorced,0,Average,Business Loan,File,2,0
478,382812,16316,30,497,6899,Self-Employed,13,Widowed,3,Good,Car Loan,File,1,0
479,273246,29644,30,686,864,Unemployed,47,Married,4,Good,Business Loan,Disbursement,4,0
480,710696,12899,26,594,2005,Retired,22,Single,4,Good,Home Loan,Lead,3,0
481,123015,26525,23,718,178,Employed,41,Divorced,1,Average,Personal Loan,Sanction,2,0
482,745674,7378,42,493,13472,Employed,34,Divorced,0,Average,Car Loan,Disbursement,3,0
483,259079,4577,22,638,11815,Employed,37,Single,3,Average,Business Loan,Lead,3,0
484,555929,23690,59,533,15407,Retired,25,Divorced,1,Good,Business Loan,Sanction,1,0
485,694944,36003,32,444,11732,Retired,24,Married,2,Poor,Personal Loan,Sanction,2,1
486,693105,17641,21,787,14255,Employed,36,Single,4,Poor,Personal Loan,Lead,2,0
487,518758,5659,57,436,2404,Retired,30,Divorced,2,Good,Home Loan,Disbursement,1,0
488,945597,13847,33,846,4546,Employed,58,Single,1,Good,Personal Loan,Sanction,2,0
489,988609,23752,52,823,15044,Employed,43,Single,2,Good,Personal Loan,Disbursement,4,0
490,370890,18440,45,811,18040,Retired,49,Divorced,1,Good,Business Loan,Lead,2,0
491,450101,12084,58,740,18322,Employed,48,Married,1,Good,Personal Loan,Sanction,3,0
492,41631,9472,25,519,1982,Self-Employed,19,Divorced,3,Average,Personal Loan,Sanction,0,0
493,771577,20953,57,528,1532,Self-Employed,55,Widowed,2,Good,Personal Loan,Disbursement,2,0
494,77991,22464,38,743,11687,Unemployed,11,Divorced,4,Good,Business Loan,File,3,0
495,9014,24761,30,457,15528,Retired,53,Married,0,Good,Personal Loan,Disbursement,4,0
496,278237,20332,39,842,2750,Self-Employed,43,Widowed,0,Good,Personal Loan,Disbursement,4,0
497,23070,18606,54,635,7959,Self-Employed,43,Divorced,3,Average,Car Loan,File,3,0
498,827209,30998,50,799,16453,Unemployed,47,Single,2,Good,Home Loan,Lead,4,0
499,61958,39985,52,364,1079,Self-Employed,13,Widowed,3,Good,Home Loan,Disbursement,1,0
500,87074,15537,31,464,19520,Self-Employed,47,Married,2,Good,Car Loan,Sanction,2,0
501,540017,11027,42,559,19807,Employed,25,Widowed,4,Good,Car Loan,Disbursement,2,0
502,760073,4536,50,565,15992,Unemployed,24,Single,0,Good,Business Loan,Sanction,2,0
503,181089,4525,21,410,540,Self-Employed,52,Single,3,Good,Home Loan,Sanction,2,0
504,202392,11176,26,557,14535,Self-Employed,32,Married,2,Good,Business Loan,File,3,0
505,163823,19741,34,723,4930,Unemployed,12,Married,2,Average,Personal Loan,File,0,0
506,635152,6887,23,788,4110,Unemployed,10,Married,1,Average,Business Loan,File,2,0
507,398002,26106,59,570,10375,Employed,15,Married,4,Poor,Personal Loan,Sanction,2,0
508,738429,16847,35,360,14937,Employed,58,Married,0,Good,Personal Loan,Disbursement,0,0
509,503863,13252,51,434,9294,Unemployed,30,Widowed,4,Good,Home Loan,File,2,0
510,372654,6477,39,680,528,Employed,56,Single,3,Good,Home Loan,File,2,0
511,584036,19755,42,777,19175,Unemployed,41,Divorced,1,Good,Personal Loan,Sanction,0,0
512,535089,21608,27,319,14400,Self-Employed,16,Single,4,Poor,Personal Loan,File,4,1
513,155262,18095,47,304,12057,Employed,24,Married,4,Good,Car Loan,Lead,4,0
514,447905,8104,55,818,5295,Retired,24,Widowed,3,Good,Car Loan,File,3,0
515,240362,35910,63,784,218,Retired,34,Divorced,3,Good,Car Loan,Lead,1,0
516,449209,22693,25,811,7781,Retired,7,Divorced,0,Good,Car Loan,Disbursement,2,0
517,558880,31403,55,501,11597,Employed,23,Married,4,Good,Car Loan,Sanction,1,0
518,802079,14726,56,376,5438,Self-Employed,31,Married,1,Average,Home Loan,File,2,0
519,669076,8898,57,320,4621,Self-Employed,59,Widowed,0,Good,Business Loan,Lead,3,0
520,224963,19972,43,302,10090,Employed,20,Divorced,4,Average,Personal Loan,Disbursement,4,0
521,485761,14682,56,737,14408,Self-Employed,35,Married,1,Good,Personal Loan,Sanction,3,0
522,253710,6342,24,371,13034,Self-Employed,43,Single,1,Average,Home Loan,Lead,4,0
523,225984,5362,22,579,15002,Self-Employed,44,Widowed,2,Good,Car Loan,Disbursement,2,0
524,902059,16583,57,717,9815,Self-Employed,27,Married,4,Average,Car Loan,File,3,0
525,861748,36404,55,343,5150,Unemployed,52,Married,3,Good,Car Loan,Disbursement,1,0
526,787355,13104,24,752,19590,Unemployed,25,Widowed,3,Good,Personal Loan,Disbursement,2,0
527,269512,28048,24,661,7529,Unemployed,43,Married,4,Good,Business Loan,File,4,0
528,606863,19628,26,366,7451,Unemployed,45,Single,4,Good,Business Loan,Sanction,0,0
529,273799,13929,37,304,13939,Retired,28,Divorced,4,Good,Car Loan,Sanction,2,0
530,242549,28674,24,769,5581,Retired,32,Married,1,Good,Business Loan,File,0,0
531,599319,15268,42,768,13087,Employed,27,Widowed,4,Good,Personal Loan,Lead,1,0
532,998933,23690,41,774,7337,Employed,26,Married,1,Good,Business Loan,Sanction,1,0
533,489299,32220,32,515,12179,Unemployed,41,Married,4,Good,Car Loan,Disbursement,1,0
534,617210,12704,27,667,19856,Retired,45,Widowed,2,Average,Personal Loan,File,0,0
535,453982,6514,48,563,16749,Self-Employed,36,Divorced,2,Good,Personal Loan,Sanction,2,0
536,129046,26834,33,495,6545,Employed,6,Widowed,2,Good,Car Loan,Disbursement,0,0
537,411619,20742,63,719,648,Employed,52,Widowed,4,Poor,Car Loan,Lead,4,0
538,37097,32892,63,369,12618,Unemployed,45,Single,0,Good,Car Loan,Sanction,2,0
539,671326,29987,53,433,6567,Retired,58,Single,3,Good,Home Loan,Disbursement,1,0
540,654150,16840,60,429,4355,Unemployed,9,Divorced,2,Poor,Business Loan,Sanction,0,1
541,235229,37144,33,556,11990,Retired,30,Widowed,1,Good,Car Loan,Sanction,3,0
542,123834,26771,24,617,10678,Employed,8,Widowed,4,Good,Car Loan,Disbursement,0,0
543,98848,30733,45,840,17886,Self-Employed,34,Divorced,0,Good,Home Loan,File,3,0
544,57921,21480,40,386,473,Employed,18,Married,3,Good,Personal Loan,Sanction,1,0
545,710086,22019,58,558,19620,Self-Employed,25,Married,2,Good,Personal Loan,Lead,3,0
546,655429,18945,55,414,11782,Unemployed,14,Married,4,Good,Business Loan,Sanction,1,0
547,710660,13641,29,321,1795,Employed,15,Divorced,0,Average,Business Loan,Disbursement,4,0
